City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,luninyets,52.2472,26.8047,16.16,90,99,1.69,BY,1722973295
364,saint-pierre,-21.3393,55.4781,20.82,60,100,3.09,RE,1722973295
365,viedma,-40.8135,-62.9967,11.28,63,100,7.51,AR,1722973295
366,machico,32.7,-16.7667,25.35,61,20,5.66,PT,1722973295
367,moose jaw,50.4001,-105.5344,19.15,88,100,2.06,CA,1722973264
368,thunder bay,48.4001,-89.3168,25.95,36,40,6.17,CA,1722973277
369,mansa,29.9833,75.3833,28.72,79,4,3.9,IN,1722973296
370,maru,12.3342,6.4057,25.09,85,89,5.18,NG,1722973296
371,villiers,-27.0303,28.6006,9.26,20,0,0.73,ZA,1722973296
372,jiwani,25.05,61.7417,27.57,82,100,5.86,PK,1722973296
373,kupang,-10.1667,123.5833,26.32,83,18,5.66,ID,1722973296
374,happy valley-goose bay,53.3168,-60.3315,18.17,63,75,3.09,CA,1722973296
375,dalmatovo,56.26,62.9362,15.45,92,6,2.33,RU,1722973296
376,pisco,-13.7,-76.2167,21.03,64,39,9.77,PE,1722973296
377,cockburn town,21.4612,-71.1419,31.98,70,40,7.72,TC,1722973296
378,ushtobe,45.2514,77.9838,22.98,32,3,3.65,KZ,1722973296
379,barobo,8.5353,126.1214,22.76,100,100,0.96,PH,1722973296
380,dipayal,29.2608,80.94,25.42,99,100,0.79,NP,1722973296
381,fortuna,40.5982,-124.1573,18.51,77,20,5.14,US,1722973296
382,norilsk,69.3535,88.2027,9.29,74,5,3.92,RU,1722973296
383,hirara,24.8,125.2833,28.15,100,75,6.17,JP,1722973296
384,nobeoka,32.5833,131.6667,25.58,89,100,1.74,JP,1722973296
385,kelibia,36.8476,11.0939,27.14,83,20,1.54,TN,1722973296
386,salto,-31.3833,-57.9667,19.09,99,100,2.06,UY,1722973269
387,kalispell,48.1958,-114.3129,29.39,43,9,2.24,US,1722973297
388,tufanbeyli,38.2633,36.2206,19.24,79,0,0.72,TR,1722973297
389,daru,-9.0763,143.2092,24.08,88,100,7.19,PG,1722973297
390,porto de moz,-1.7483,-52.2383,30.39,51,96,1.14,BR,1722973297
391,kalmunai,7.4167,81.8167,27.34,84,90,3.04,LK,1722973297
392,inhambane,-23.865,35.3833,20.99,68,20,2.06,MZ,1722973297
393,yoko,5.5333,12.3167,18.37,99,84,1.95,CM,1722973297
394,khovd,48.0056,91.6419,18.16,38,46,0.67,MN,1722973297
395,mutuali,-14.8706,37.0044,19.98,46,0,2.66,MZ,1722973297
396,gornyye klyuchi,45.25,133.5,21.72,99,97,1.18,RU,1722973297
397,tartagal,-22.5164,-63.8013,27.55,43,100,1.28,AR,1722973297
398,jayapura,-2.5333,140.7,24.66,95,100,2.17,ID,1722973297
399,larne,54.85,-5.8167,16.98,80,16,4.88,GB,1722973297
400,griffith,41.5284,-87.4237,23.27,88,100,6.69,US,1722973297
401,port augusta,-32.5,137.7667,7.8,73,36,2.35,AU,1722973297
402,sakaiminato,35.55,133.2333,24.99,100,40,1.54,JP,1722973297
403,gimbi,9.1667,35.8333,11.63,97,94,0.98,ET,1722973297
404,banda aceh,5.5577,95.3222,26.6,77,100,6.07,ID,1722973297
405,arkhangel'sk,64.5401,40.5433,13.06,82,20,3.0,RU,1722973297
406,susuman,62.7833,148.1667,8.66,85,100,1.52,RU,1722973298
407,taitung city,22.7583,121.1444,26.94,79,10,1.93,TW,1722973298
408,winnemucca,40.973,-117.7357,36.03,5,0,6.69,US,1722973298
409,madimba,-10.4,40.3333,22.62,88,20,2.06,TZ,1722973298
410,antibes,43.5624,7.1278,27.02,78,0,2.06,FR,1722973298
411,naze,28.3667,129.4833,25.51,83,6,0.36,JP,1722973298
412,sovetskiy,61.3614,63.5842,13.35,67,100,3.52,RU,1722973298
413,karystos,38.0133,24.4161,27.55,60,0,2.36,GR,1722973298
414,ar ruseris,11.8659,34.3869,22.42,88,100,3.1,SD,1722973298
415,nova vicosa,-17.8919,-39.3719,23.75,69,0,4.12,BR,1722973298
416,ambo,-10.1308,-76.2047,25.26,43,25,5.69,PE,1722973298
417,songjianghe,42.1859,127.479,18.87,98,100,1.56,CN,1722973298
418,boca suno,-0.7167,-77.1333,28.77,61,53,1.02,EC,1722973298
419,kas,36.2018,29.6377,28.67,53,0,2.82,TR,1722973298
420,terrace,54.5163,-128.6035,29.01,31,20,4.12,CA,1722973298
421,iwye,53.9299,25.7727,15.14,89,0,2.59,BY,1722973299
422,colares,38.7992,-9.4469,24.82,77,20,11.83,PT,1722973299
423,calama,-22.4667,-68.9333,18.27,10,0,10.29,CL,1722973091
424,nellore,14.4333,79.9667,25.5,90,100,1.38,IN,1722973299
425,bengkulu,-3.8004,102.2655,23.5,95,97,2.18,ID,1722973299
426,kigorobya,1.6162,31.3089,20.65,73,51,2.77,UG,1722973299
427,tateyama,34.9833,139.8667,27.28,91,100,2.4,JP,1722973299
428,sisimiut,66.9395,-53.6735,6.68,85,100,2.02,GL,1722973299
429,tuburan,6.6439,122.2736,27.06,81,100,2.71,PH,1722973299
430,labrador city,52.9463,-66.9114,12.95,69,75,6.71,CA,1722973210
431,siuna,13.7332,-84.7773,30.15,69,100,3.35,NI,1722973299
432,arraial do cabo,-22.9661,-42.0278,26.98,69,0,7.2,BR,1722973299
433,hefei,31.8639,117.2808,25.01,94,0,0.0,CN,1722973300
434,mejit,10.2753,170.8646,28.27,77,100,6.03,MH,1722973300
435,kampong thom,12.7111,104.8887,26.12,84,53,1.35,KH,1722973300
436,kutum,14.2,24.6667,23.29,76,96,6.0,SD,1722973300
437,usogorsk,63.4106,48.6872,10.9,78,61,1.05,RU,1722973300
438,conceicao da barra,-18.5933,-39.7322,23.14,72,10,2.98,BR,1722973301
439,tarko-sale,64.9225,77.785,7.67,71,5,5.63,RU,1722973301
440,dunay,42.8803,132.3375,20.75,97,99,2.42,RU,1722973301
441,kapuskasing,49.4169,-82.4331,21.05,40,75,6.69,CA,1722973302
442,lengshuitan,26.4111,111.5956,26.58,84,64,2.31,CN,1722973302
443,colonia,50.9333,6.95,26.64,70,0,1.03,DE,1722973104
444,potosi,-19.5836,-65.7531,14.48,21,20,7.72,BO,1722973302
445,malvan,16.0667,73.4667,26.26,84,100,3.34,IN,1722973303
446,el charco,2.4769,-78.1105,27.2,80,99,3.29,CO,1722973303
447,maintirano,-18.0667,44.0167,22.98,73,0,5.24,MG,1722973303
448,grande prairie,55.1667,-118.8027,18.1,72,75,3.6,CA,1722973303
449,hassi messaoud,31.6804,6.0729,37.92,17,0,2.06,DZ,1722973304
450,walvis bay,-22.9575,14.5053,12.83,94,41,0.91,NA,1722973304
451,arizona city,32.7559,-111.671,40.08,29,0,0.89,US,1722973304
452,axim,4.8699,-2.2405,23.34,88,72,4.39,GH,1722973304
453,cabugao,17.7931,120.4578,25.92,88,98,3.29,PH,1722973305
454,cururupu,-1.8283,-44.8683,28.22,65,99,2.23,BR,1722973305
455,timberlake,37.3207,-79.2575,30.67,70,75,2.06,US,1722973305
456,rio grande,-32.035,-52.0986,20.06,99,100,4.51,BR,1722973305
457,kalianget,-7.05,113.9333,25.71,79,5,3.46,ID,1722973305
458,laojunmiao,39.8333,97.7333,22.56,31,0,2.54,CN,1722973305
459,novo aripuana,-5.1206,-60.3797,37.74,22,27,1.71,BR,1722973305
460,notodden,59.5594,9.2585,18.75,81,100,0.45,NO,1722973177
461,salalah,17.0151,54.0924,25.05,100,100,1.54,OM,1722973038
462,northam,51.0333,-4.2167,17.44,83,0,5.33,GB,1722973305
463,vilaka,57.1846,27.6722,14.73,95,79,2.22,LV,1722973306
464,calvinia,-31.4707,19.776,11.18,26,0,3.16,ZA,1722973306
465,el colorado,-26.3081,-59.3729,33.75,25,100,4.06,AR,1722973306
466,kalulushi,-12.8378,28.0919,17.69,26,1,2.05,ZM,1722973306
467,letterkenny,54.95,-7.7333,14.94,84,5,4.06,IE,1722973306
468,karkira,36.9292,6.5856,23.15,75,0,1.35,DZ,1722973306
469,chibuto,-24.6867,33.5306,16.37,79,0,2.92,MZ,1722973306
470,issia,6.4922,-6.5856,22.02,97,98,1.61,CI,1722973306
471,cestos city,5.46,-9.5828,25.01,81,100,4.52,LR,1722973306
472,grand falls-windsor,48.9332,-55.6649,21.95,60,22,0.45,CA,1722973306
473,acapulco de juarez,16.8634,-99.8901,30.9,66,75,4.63,MX,1722973069
474,remire-montjoly,4.9167,-52.2667,31.02,70,20,8.23,GF,1722973306
475,sebdou,34.637,-1.3314,20.61,49,8,2.76,DZ,1722973306
476,al jawf,29.5,38.75,28.19,16,0,2.25,SA,1722973306
477,businga,3.3333,20.8833,24.89,71,77,0.46,CD,1722973306
478,qarauyl,48.9451,79.255,19.78,56,12,0.42,KZ,1722973306
479,minas de marcona,-15.2119,-75.1103,14.62,65,4,8.46,PE,1722973306
480,ornskoldsvik,63.2909,18.7153,16.53,82,0,0.0,SE,1722973306
481,nikolayevsk-on-amure,53.1406,140.73,19.51,99,100,1.14,RU,1722973306
482,ambodifotatra,-16.9833,49.85,23.29,71,5,1.71,MG,1722973306
483,cuatro cienegas de carranza,26.9833,-102.0833,34.64,26,0,4.08,MX,1722973307
484,mahishadal,22.1833,87.9833,27.23,89,100,3.41,IN,1722973307
485,marang,5.2056,103.2059,25.95,90,59,2.12,MY,1722973307
486,yung shue wan,22.2333,114.1167,29.86,85,5,3.91,HK,1722973307
487,zagora,30.3484,-5.8365,38.43,8,0,4.09,MA,1722973307
488,strugi-krasnyye,58.2675,29.1114,13.99,96,48,1.96,RU,1722973307
489,severo-yeniseyskiy,60.3725,93.0408,13.31,96,66,1.72,RU,1722973307
490,lagoa,39.05,-27.9833,22.5,75,0,5.39,PT,1722973307
491,cartagena,10.3997,-75.5144,28.79,79,75,2.06,CO,1722973144
492,bojia,26.4672,111.9681,27.19,81,74,0.51,CN,1722973307
493,namibe,-15.1961,12.1522,18.2,94,40,2.46,AO,1722973307
494,niquero,20.0431,-77.5828,30.6,75,99,2.75,CU,1722973307
495,itoman,26.1247,127.6694,29.43,94,40,2.06,JP,1722973307
496,forster,-32.1667,152.5167,9.44,86,90,2.28,AU,1722973307
497,minot air force base,48.4209,-101.3391,24.1,50,40,8.23,US,1722973307
498,bubaque,11.2833,-15.8333,26.46,83,100,7.63,GW,1722973307
499,lazaro cardenas,17.9583,-102.2,31.07,61,67,4.08,MX,1722973308
500,camargo,27.6667,-105.1667,32.35,29,100,1.78,MX,1722973308
501,kourou,5.1552,-52.6478,31.03,68,35,3.8,GF,1722973308
502,kill devil hills,36.0307,-75.676,25.01,95,40,5.14,US,1722973267
503,mosjoen,65.836,13.1908,20.29,68,20,0.0,NO,1722973308
504,kirensk,57.7853,108.1119,14.31,67,29,1.06,RU,1722973308
505,linton,39.0348,-87.1658,34.93,46,0,5.15,US,1722973308
506,crane,31.3974,-102.3501,35.68,21,0,4.9,US,1722973308
507,charleston,32.7766,-79.9309,26.7,94,100,4.63,US,1722973308
508,bir el ater,34.7449,8.0602,27.79,30,0,2.94,DZ,1722973308
509,oodweyne,9.4092,45.064,27.19,46,94,6.88,SO,1722973308
510,cheremukhovo,60.3484,59.9851,9.19,97,100,2.5,RU,1722973308
511,filadelfia,39.9523,-75.1638,34.08,69,75,6.69,US,1722973304
512,howrah,22.5892,88.3103,28.0,94,40,1.54,IN,1722973308
513,okulovka,58.4008,33.2908,14.37,90,41,1.2,RU,1722973309
514,yelm,46.942,-122.606,18.4,63,100,4.12,US,1722973309
515,ouadda,8.0777,22.4007,20.62,95,100,1.5,CF,1722973309
516,taltal,-25.4,-70.4833,15.25,77,21,1.83,CL,1722973309
517,tianpeng,30.9866,103.9393,27.26,83,100,1.55,CN,1722973309
518,ruwandiz,36.6163,44.5311,29.26,21,0,1.71,IQ,1722973309
519,kapit,2.0167,112.9333,23.01,100,100,0.57,MY,1722973309
520,hirosaki,40.5931,140.4725,23.06,99,64,0.68,JP,1722973309
521,linxia chengguanzhen,35.6003,103.2064,15.08,82,100,0.29,CN,1722973309
522,penzance,50.1186,-5.5371,17.38,83,0,7.16,GB,1722973309
523,hono,57.6897,11.6497,17.35,81,62,2.91,SE,1722973309
524,thames,-37.1333,175.5333,5.78,92,2,0.76,NZ,1722973309
525,ponta delgada,37.7333,-25.6667,26.4,73,20,5.66,PT,1722973309
526,thinadhoo,0.5333,72.9333,28.14,68,54,1.54,MV,1722973309
527,lerwick,60.1545,-1.1494,14.0,91,0,3.56,GB,1722973309
528,otsuchi,39.3667,141.9,22.23,90,0,1.35,JP,1722973309
529,i-n-salah,27.1935,2.4607,37.97,13,1,6.11,DZ,1722973310
530,piti village,13.4626,144.6933,27.49,85,0,0.0,GU,1722973310
531,mezhdurechensk,53.6942,88.0603,12.89,98,62,1.38,RU,1722973310
532,taro,-8.3862,115.28,22.0,100,99,1.2,ID,1722973310
533,zhosaly,45.4878,64.0781,30.46,26,15,1.94,KZ,1722973310
534,hilo,19.7297,-155.09,27.83,74,0,2.68,US,1722973231
535,queenstown,-31.8976,26.8753,10.63,21,0,1.96,ZA,1722973310
536,guiuan,11.0333,125.7247,28.89,76,100,5.64,PH,1722973310
537,dunedin,-45.8742,170.5036,5.45,85,31,2.38,NZ,1722973310
538,puerto maldonado,-12.6,-69.1833,30.22,70,20,3.09,PE,1722973310
539,tadine,-21.55,167.8833,19.09,74,100,4.25,NC,1722973310
540,hudson,40.7168,-74.0663,33.26,65,75,6.26,US,1722973310
541,touros,-5.1989,-35.4608,25.27,78,14,7.18,BR,1722973258
542,ilhabela,-23.7781,-45.3581,23.95,65,0,1.51,BR,1722973310
543,eyl,7.9803,49.8164,24.99,81,54,11.07,SO,1722973310
544,barclayville,4.6797,-8.2339,24.0,82,100,3.81,LR,1722973310
545,sturgeon bay,44.8342,-87.377,23.98,46,0,6.69,US,1722973091
546,vrangel',42.7297,133.0839,20.98,96,99,2.11,RU,1722973310
547,harrai,22.6167,79.2167,23.69,91,100,3.23,IN,1722973310
548,pasan,22.85,82.2,24.19,90,100,1.77,IN,1722973311
549,murzuq,25.9155,13.9184,33.34,13,0,4.64,LY,1722973311
550,altai,46.3722,96.2583,13.44,28,32,1.35,MN,1722973311
551,popondetta,-8.7537,148.2534,21.76,96,62,1.04,PG,1722973311
552,fort st. john,56.2499,-120.8529,14.94,88,40,3.6,CA,1722973311
553,nemuro,43.3236,145.575,17.4,100,100,2.58,JP,1722973311
554,fort bragg,35.139,-79.006,25.08,94,75,4.63,US,1722973311
555,sao vicente,-23.9631,-46.3919,33.1,72,26,0.72,BR,1722973311
556,north scituate,41.8318,-71.5873,21.33,94,100,4.12,US,1722973311
557,masaurhi buzurg,25.35,85.0333,29.94,80,100,2.88,IN,1722973311
558,munderkingen,48.2357,9.644,22.87,100,100,0.37,DE,1722973311
559,taoudenni,22.6783,-3.9836,41.77,12,28,3.2,ML,1722973311
560,puerto lempira,15.2667,-83.7667,32.08,62,75,6.17,HN,1722973311
561,gunjur,13.2019,-16.7339,26.04,94,75,0.0,GM,1722973311
562,khao yoi,13.2403,99.8243,26.05,83,95,1.69,TH,1722973311
563,port alberni,49.2413,-124.8028,22.7,45,0,0.46,CA,1722973311
564,kattivakkam,13.2167,80.3167,26.65,95,100,3.7,IN,1722973311
565,zapolyarnyy,69.4154,30.8136,17.6,67,14,0.84,RU,1722973311
566,shakhan,49.8233,72.6342,20.96,53,49,3.23,KZ,1722973311
567,farafangana,-22.8167,47.8333,21.47,84,74,0.77,MG,1722973311
568,yanchep,-31.55,115.6833,17.19,92,99,9.64,AU,1722973312
569,zhengjiatun,43.5064,123.5064,21.93,93,75,2.97,CN,1722973312
